title,year,infobox,critics_count,critics_score,audience_count,audience_score,suppliers_list,rottentomatoes_year,rottentomatoes_genre,rottentomatoes_length
Cheaper by the Dozen,1950,"{'Directed by': ['Walter Lang', '', ''], 'Screenplay by': ['Lamar Trotti', '', ''], 'Based on': ['1948 novel', 'by ', 'Ernestine Gilbreth Carey', 'Frank Bunker Gilbreth Jr.', '', ''], 'Produced by': ['Lamar Trotti', '', ''], 'Starring': ['Clifton Webb', 'Myrna Loy', 'Jeanne Crain', 'Betty Lynn', '', ''], 'Narrated by': ['Jeanne Crain', '', ''], 'Cinematography': ['Leon Shamroy', '', ''], 'Edited by': ['James Watson Webb Jr.', '', ''], 'Music by': ['Cyril J. Mockridge', '', ''], 'Color process': ['Technicolor', '', ''], 'Production company': ['20th Century Fox', ''], 'Distributed by': ['20th Century Fox', '', ''], 'Release date': ['April\xa01950', '\n \n', ''], 'Running time': ['85 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$1.7 million', '', ''], 'Box office': ['$4.3-4.425 million (U.S. and Canada rentals)', '', '']}",6 Reviews,83,"50,000+ Ratings",66,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Rent/buy'), ('itunes', 'Rent/buy')]",1950, Kids & family/Comedy, 1h 25m
Cinderella,1950,"{'Directed by': ['Hamilton Luske', 'Wilfred Jackson', 'Clyde Geronimi', '\n \n', ''], 'Story by': ['Harry Reeves', 'Joe Rinaldi', 'William Peet', 'Ted Sears', 'Homer Brightman', 'Kenneth Anderson', 'Erdman Penner', 'Winston Hibler', '\n \n', ''], 'Based on': ['by ', 'Charles Perrault', '', ''], 'Produced by': ['Walt Disney', '', ''], 'Starring': ['Ilene Woods', 'Eleanor Audley', 'Verna Felton', 'Rhoda Williams', 'James MacDonald', 'Luis van Rooten', 'Don Barclay', 'Mike Douglas', 'William Phipps', 'Lucille Bliss', '\n \n', ''], 'Edited by': ['Donald Halliday', '', ''], 'Music by': ['Oliver Wallace', 'Paul J. Smith', '\n \n', ''], 'Production company': ['', 'Walt Disney Productions'], 'Distributed by': ['RKO Radio Pictures', '', ''], 'Release dates': ['February\xa015,\xa01950', ' (Boston)', 'March\xa04,\xa01950', ' (United States)', '\n \n', ''], 'Running time': ['74 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$2.2 million', '', ''], 'Box office': ['$182 million', '', ''], 'Released': ['February 4, 1997', '', ''], '': ['Walt Disney', '', '']}",0 Reviews,,0 Ratings,,,1950, Kids & family/Fantasy, 1h 14m
Crisis,1950,"{'Directed by': ['Richard Brooks', '', ''], 'Written by': [' (story)', 'Richard Brooks', 'George Tabori', '', ''], 'Produced by': ['Arthur Freed', '', ''], 'Starring': ['Cary Grant', 'José Ferrer', 'Paula Raymond', '', ''], 'Cinematography': ['Ray June', '', ''], 'Edited by': ['Robert J. Kern', '', ''], 'Music by': ['Miklós Rózsa', '', ''], 'Production company': ['Metro-Goldwyn-Mayer', ''], 'Distributed by': ['Metro-Goldwyn-Mayer', '', ''], 'Release date': ['July\xa07,\xa01950', '\n \n', ''], 'Running time': ['96 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$1,581,000', '', ''], 'Box office': ['$1,403,000', '', '']}",7 Reviews,71,Fewer than 50 Ratings,50,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Rent/buy'), ('itunes', 'Rent/buy')]",1950, Drama, 1h 35m
Cyrano de Bergerac,1950,"{'Directed by': ['Michael Gordon', '', ''], 'Written by': [' ', ' (uncredited)', 'Carl Foreman', 'Brian Hooker', 'Orson Welles', '', ''], 'Based on': ['by ', 'Edmond Rostand', '', ''], 'Produced by': ['Stanley Kramer', '', ''], 'Starring': ['José Ferrer', 'Mala Powers', 'William Prince', '', ''], 'Cinematography': ['Franz Planer', '', ''], 'Edited by': ['Harry W. Gerstad', '', ''], 'Music by': ['Dimitri Tiomkin', '', ''], 'Production company': ['Stanley Kramer Productions', ''], 'Distributed by': ['United Artists', '', ''], 'Release date': ['November\xa016,\xa01950', '\n \n', ''], 'Running time': ['113 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$1.1 million', '', ''], 'Box office': ['$1.9 million (US rentals)', '', '']}",28 Reviews,75,"2,500+ Ratings",81,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Subscription'), ('paramount-plus-us', 'Subscription')]",1950, Drama, 1h 52m
"Captain Carey, U.S.A.",1950,"{'Directed by': ['Mitchell Leisen', '', ''], 'Screenplay by': ['Robert Thoeren', '', ''], 'Based on': ['by ', 'Martha Albrand', '', ''], 'Produced by': ['Richard Maibaum', '', ''], 'Starring': [' ', ' ', ' ', ' ', 'Alan Ladd', 'Wanda Hendrix', 'Francis Lederer', '', ''], 'Cinematography': ['John F. Seitz', '', ''], 'Edited by': ['Alma Macrorie', '', ''], 'Music by': ['Hugo Friedhofer', '', ''], 'Color process': ['Black and white', '', ''], 'Production company': ['Paramount Pictures', ''], 'Distributed by': ['Paramount Pictures', '', ''], 'Release date': ['February\xa021,\xa01950', '\n \n', ''], 'Running time': ['83 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Box office': ['$1,625,000', '', '']}",1 Reviews,,Fewer than 50 Ratings,14,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Rent/buy'), ('itunes', 'Rent/buy')]",1950, Drama, 1h 23m
Captain China,1950,"{'Directed by': ['Lewis R. Foster', '', ''], 'Screenplay by': ['Lewis R. Foster', 'Gwen Bagni', '', ''], 'Story by': ['John Bagni', 'Gwen Bagni', '', ''], 'Produced by': ['William H. Pine', 'William C. Thomas', '', ''], 'Starring': ['John Payne', 'Gail Russell', 'Jeffrey Lynn', 'Lon Chaney Jr.', 'Edgar Bergen', ""Michael O'Shea"", 'Ellen Corby', '', ''], 'Cinematography': ['John Alton', '', ''], 'Edited by': ['Howard A. Smith', '', ''], 'Music by': ['Lucien Cailliet', 'Josef Marais', '', ''], 'Production company': ['', 'Pine-Thomas Productions'], 'Distributed by': ['Paramount Pictures', '', ''], 'Release date': ['February\xa02,\xa01950', '\n \n', ''], 'Running time': ['97 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', '']}",0 Reviews,,0 Ratings,,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Rent/buy'), ('itunes', 'Rent/buy')]",1949, Adventure, 1h 37m
Champagne for Caesar,1950,"{'Directed by': ['Richard Whorf', '', ''], 'Written by': ['Fred Brady and ', 'Hans Jacoby', '', ''], 'Produced by': ['George Moskov', 'Leo C. Popkin', '', ''], 'Starring': ['Ronald Colman', 'Celeste Holm', 'Vincent Price', '', ''], 'Cinematography': ['Paul Ivano', '', ''], 'Edited by': ['Hugh Bennett', '', ''], 'Music by': ['Dimitri Tiomkin', '', ''], 'Production company': ['Cardinal Pictures', ''], 'Distributed by': ['United Artists', '', ''], 'Release date': ['May\xa011,\xa01950', '\n \n', ''], 'Running time': ['99 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', '']}",3 Reviews,,50+ Ratings,79,,1950, Comedy, 1h 39m
Comanche Territory,1950,"{'Directed by': ['George Sherman', '', ''], 'Written by': ['Lewis Meltzer', '', ''], 'Screenplay by': ['Lewis Meltzer', 'Oscar Brodney', '', ''], 'Produced by': ['Leonard Goldstein', '', ''], 'Starring': [""Maureen O'Hara"", 'Macdonald Carey', '', ''], 'Cinematography': ['Maury Gertsman', '', ''], 'Edited by': ['Frank Gross', '', ''], 'Music by': ['Frank Skinner', '', ''], 'Color process': ['Technicolor', '', ''], 'Production company': ['Universal Pictures', ''], 'Distributed by': ['Universal Pictures', '', ''], 'Release date': ['May\xa01,\xa01950', '\n \n', ''], 'Running time': ['76 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Box office': ['$1.6 million', '', '']}",2 Reviews,,Fewer than 50 Ratings,83,,1950, Western, 1h 16m
Dance Hall,1950,"{'Directed by': ['Charles Crichton', '', ''], 'Screenplay by': ['E.V.H. Emmett', 'Diana Morgan', 'Alexander Mackendrick', '', ''], 'Produced by': ['E.V.H. Emmett', 'Michael Balcon', '', ''], 'Starring': ['Donald Houston', 'Bonar Colleano', 'Petula Clark', 'Natasha Parry', 'Jane Hylton', 'Diana Dors', '', ''], 'Cinematography': ['Douglas Slocombe', '', ''], 'Edited by': ['Seth Holt', '', ''], 'Music by': ['Joyce Cochrane', 'Reg Owen', 'Jack Parnell', '', ''], 'Production company': ['', 'Ealing Studios'], 'Distributed by': [' ', 'GFD', '', ''], 'Release date': ['8\xa0June\xa01950', ' (UK)', '\n \n', ''], 'Running time': ['80 minutes', '', ''], 'Country': ['United Kingdom', '', ''], 'Language': ['English', '', ''], 'Box office': ['£89,000', '', '']}",1 Reviews,,0 Ratings,,,1950, Drama, 1h 20m
Convicted,1950,"{'Directed by': ['Henry Levin', '', ''], 'Screenplay by': ['William Bowers', 'Fred Niblo, Jr.', 'Seton I. Miller', '', ''], 'Based on': ['1929 play', 'by ', 'Martin Flavin', '', ''], 'Produced by': ['Jerry Bresler', '', ''], 'Starring': ['Glenn Ford', 'Broderick Crawford', 'Millard Mitchell', 'Dorothy Malone', 'Carl Benton Reid', 'Frank Faylen', 'Will Geer', '', ''], 'Cinematography': ['Burnett Guffey', '', ''], 'Edited by': ['Al Clark', '', ''], 'Music by': ['George Duning', '', ''], 'Color process': ['Black and white', '', ''], 'Production company': ['Columbia Pictures', ''], 'Distributed by': ['Columbia Pictures', '', ''], 'Release date': ['August\xa01950', ' (United States)', '\n \n', ''], 'Running time': ['91 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', '']}",0 Reviews,,Fewer than 50 Ratings,,"[('amazon-prime-video-us', 'Rent/buy')]",1931, Mystery & thriller, 1h 3m
The Daughter of Rosie O'Grady,1950,"{'Directed by': ['David Butler', '', ''], 'Written by': ['Jack Rose', 'Melville Shavelson', 'Peter Milne', '', ''], 'Starring': ['June Haver', 'Gordon MacRae', '', ''], 'Cinematography': ['Wilfred M. Cline', '', ''], 'Edited by': ['Irene Morra', '', ''], 'Color process': ['Technicolor', '', ''], 'Production company': ['', 'Warner Bros.'], 'Release dates': ['March\xa030,\xa01950', ' (New York City)', 'April\xa029,\xa01950', ' (U.S.)', '\n \n', ''], 'Running time': ['104 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$1,402,000', '', ''], 'Box office': ['$2,803,000', '$2,250,000 (US rentals)', '', '']}",1 Reviews,,Fewer than 50 Ratings,46,,1950, Musical/Comedy, 1h 44m
Dallas,1950,"{'Directed by': ['Stuart Heisler', '', ''], 'Written by': ['John Twist', '', ''], 'Produced by': ['Anthony Veiller', '', ''], 'Starring': [' also plays a prominent role.', 'Gary Cooper', 'Ruth Roman', 'Steve Cochran', 'Barbara Payton', 'Raymond Massey', 'Leif Erikson', '', ''], 'Cinematography': ['Ernest Haller', '', ''], 'Edited by': ['Clarence Kolster', '', ''], 'Music by': ['Max Steiner', '', ''], 'Production company': ['Warner Bros.', ''], 'Distributed by': ['Warner Bros.', '', ''], 'Release date': ['December\xa030,\xa01950', '\n \n', ''], 'Running time': ['94 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$1,390,000', '', ''], 'Box office': ['$4,490,000', '$2.2 million (US rentals)', '', '']}",3 Reviews,,250+ Ratings,54,"[('amazon-prime-video-us', 'Rent/buy'), ('itunes', 'Rent/buy')]",1950, Western, 1h 34m
The Damned Don't Cry,1950,"{'Directed by': ['Vincent Sherman', '', ''], 'Screenplay by': ['Harold Medford', ' ', ' ', 'Jerome Weidman', '', ''], 'Based on': ['Story by ', 'Gertrude Walker', '', ''], 'Produced by': ['Jerry Wald', '', ''], 'Starring': ['Joan Crawford', 'David Brian', '', ''], 'Cinematography': [', ', 'Ted McCord', 'A.S.C.', '', ''], 'Edited by': ['Rudi Fehr', '', ''], 'Music by': ['Daniele Amfitheatrof', '', ''], 'Color process': ['Black and white', '', ''], 'Production company': ['Warner Bros.', ''], 'Distributed by': ['Warner Bros.', '', ''], 'Release date': ['May\xa07,\xa01950', ' (United States)', '\n \n', ''], 'Running time': ['103 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$1,233,000', '', ''], 'Box office': ['$2,211,000', '', '']}",5 Reviews,80,500+ Ratings,74,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Rent/buy'), ('itunes', 'Rent/buy')]",1950, Drama, 1h 43m
Dark City,1950,"{'Directed by': ['William Dieterle', '', ''], 'Screenplay by': ['John Meredyth Lucas', 'Larry Marcus', '', ''], 'Based on': ['the story ""No Escape""', 'by Larry Marcus', '', ''], 'Produced by': ['Hal B. Wallis', '', ''], 'Starring': ['Charlton Heston', 'Lizabeth Scott', 'Viveca Lindfors', 'Dean Jagger', 'Don DeFore', '', ''], 'Cinematography': ['Victor Milner', '', ''], 'Edited by': ['Warren Low', '', ''], 'Music by': ['Franz Waxman', '', ''], 'Production company': ['Hal Wallis Productions', ''], 'Distributed by': ['Paramount Pictures', '', ''], 'Release date': ['October\xa06,\xa01950', '\n \n', ''], 'Running time': ['98 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', '']}",86 Reviews,76,"100,000+ Ratings",85,"[('amazon-prime-video-us', 'Rent/buy'), ('itunes', 'Rent/buy')]",1998, Fantasy/Sci-fi, 1h 41m
Dial 1119,1950,"{'Directed by': ['Gerald Mayer', '', ''], 'Screenplay by': ['John Monks Jr.', '', ''], 'Story by': ['Hugh King', 'Don McGuire', '', ''], 'Produced by': ['Richard Goldstone', '', ''], 'Starring': ['Marshall Thompson', 'Virginia Field', 'Andrea King', 'Sam Levene', '', ''], 'Cinematography': ['Paul Vogel', '', ''], 'Edited by': ['Newell P. Kimlin', '', ''], 'Music by': ['André Previn', '', ''], 'Production company': ['', 'Metro-Goldwyn-Mayer'], 'Distributed by': ['Metro-Goldwyn-Mayer', '', ''], 'Release date': ['November\xa03,\xa01950', ' (United States)', '\n \n', ''], 'Running time': ['75 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$473,000', '', ''], 'Box office': ['$603,000', '', '']}",0 Reviews,,Fewer than 50 Ratings,35,,1950, Crime/Drama, 1h 15m
Death Is a Caress,1950,"{'Directed by': ['Edith Carlmar', '', ''], 'Written by': [' ', ' ', ' (novel)', 'Otto Carlmar', 'Arve Moen', '', ''], 'Starring': [' ', ' ', ' ', ' ', ' ', ' ', 'Claus Wiese', 'Bjørg Riiser-Larsen', 'Ingolf Rogde', 'Brita Bigum', '', ''], 'Release date': ['1949', '\n \n', ''], 'Running time': ['92 minutes', '', ''], 'Country': ['Norway', '', ''], 'Language': ['Norwegian', '', '']}",0 Reviews,,Fewer than 50 Ratings,,,1949, Drama, 1h 28m
Destination Moon,1950,"{'Directed by': ['Irving Pichel', '', ''], 'Screenplay by': ['Rip Van Ronkel', ""James O'Hanlon"", 'Robert A. Heinlein', '\n \n', ''], 'Based on': ['1947 novel ', 'by Robert A. Heinlein', '', ''], 'Produced by': [' (uncredited)', 'George Pal', 'Walter Lantz', '', ''], 'Starring': ['John Archer', 'Warner Anderson', 'Tom Powers', 'Dick Wesson', '\n \n', ''], 'Cinematography': ['Lionel Lindon', '', ''], 'Edited by': ['Duke Goldstone', '', ''], 'Music by': ['Leith Stevens', '', ''], 'Animation by': ['Walter Lantz', '', ''], 'Color process': ['Technicolor', '', ''], 'Production companies': ['George Pal Productions', 'Walter Lantz Productions'], 'Distributed by': ['Eagle-Lion Classics', '', ''], 'Release date': ['June\xa027,\xa01950', ' (United States)', '\n \n', ''], 'Running time': ['91 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$592,000', '', ''], 'Box office': ['$5 million', ' or $1.3 million (US)', '', '']}",12 Reviews,67,"1,000+ Ratings",47,"[('amazon-prime-video-us', 'Rent/buy')]",1950, Sci-fi, 1h 31m
Deported,1950,"{'Directed by': ['Robert Siodmak', '', ''], 'Screenplay by': ['Robert Buckner', '', ''], 'Story by': ['Lionel Shapiro', '', ''], 'Based on': [' by Lionel Shapiro', '', ''], 'Produced by': ['Robert Buckner', '', ''], 'Starring': ['Märta Torén', 'Jeff Chandler', '', ''], 'Cinematography': ['William H. Daniels', '', ''], 'Edited by': ['Ralph Dawson', '', ''], 'Music by': ['Walter Scharf', '', ''], 'Color process': ['Black and white', '', ''], 'Production company': ['', 'Universal Pictures'], 'Distributed by': ['Universal Pictures', '', ''], 'Release date': ['November\xa01,\xa01950', '\n \n', ''], 'Running time': ['89 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$550,000 (est.)', '', '']}",1 Reviews,,Fewer than 50 Ratings,,,1951, Crime/Drama, 1h 20m
The Devil Is a Woman,1950,"{'Directed by': ['Tito Davison', '', ''], 'Written by': ['Edmundo Báez', 'Tito Davison', 'Luis Fernández Ardavín', 'Ricardo López Méndez', '', ''], 'Produced by': ['Victor Purcell', 'Joseph Satinsky', 'Gregorio Walerstein', '', ''], 'Starring': ['María Félix', '', ''], 'Cinematography': ['Alex Phillips', '', ''], 'Edited by': ['Rafael Ceballos', '', ''], 'Release date': ['28\xa0January\xa01950', '\n \n', ''], 'Running time': ['95 minutes', '', ''], 'Country': ['Mexico', '', ''], 'Language': ['Spanish', '', '']}",15 Reviews,60,500+ Ratings,70,,1935, Drama, 1h 25m
God Needs Men,1950,"{'Directed by': ['Jean Delannoy', '', ''], 'Written by': ['Jean Aurenche', 'Pierre Bost', '', ''], 'Based on': [' by ', 'Henri Queffelec', '', ''], 'Produced by': ['Paul Graetz', '', ''], 'Starring': [' ', ' ', ' ', ' ', 'Pierre Fresnay', 'Madeleine Robinson', 'Daniel Gélin', '', ''], 'Cinematography': ['Robert Lefebvre', '', ''], 'Edited by': ['James Cuenet', '', ''], 'Music by': ['René Cloërec', '', ''], 'Production company': ['Transcontinental Films', ''], 'Distributed by': ['Twentieth Century Fox', '', ''], 'Release date': ['4\xa0October\xa01950', '\n \n', ''], 'Running time': ['100 minutes', '', ''], 'Country': ['France', '', ''], 'Language': ['French', '', '']}",0 Reviews,,0 Ratings,,,1950, Drama, 1h 40m
Devil's Doorway,1950,"{'Directed by': ['Anthony Mann', '', ''], 'Screenplay by': ['Guy Trosper', '', ''], 'Produced by': ['Nicholas Nayfack', '', ''], 'Starring': ['Robert Taylor', 'Louis Calhern', 'Paula Raymond', '', ''], 'Cinematography': ['John Alton', '', ''], 'Edited by': ['Conrad A. Nervig', '', ''], 'Music by': ['Daniele Amfitheatrof', '', ''], 'Distributed by': ['Metro-Goldwyn-Mayer', '', ''], 'Release date': ['September\xa015,\xa01950', ' (Los Angeles)', '\n \n', ''], 'Running time': ['84 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$1,373,000', '', ''], 'Box office': ['$2,096,000', '', '']}",4 Reviews,,100+ Ratings,64,,1950, Western, 1h 24m
Edge of Doom,1950,"{'Directed by': ['Mark Robson', '', ''], 'Screenplay by': ['Philip Yordan', '', ''], 'Based on': ['the novel', 'by ', 'Leo Brady', '', ''], 'Produced by': ['Samuel Goldwyn', '', ''], 'Starring': ['Dana Andrews', 'Farley Granger', 'Joan Evans', '', ''], 'Narrated by': ['Dana Andrews', '', ''], 'Cinematography': ['Harry Stradling', '', ''], 'Edited by': ['Daniel Mandell', '', ''], 'Music by': ['Hugo Friedhofer', '', ''], 'Production company': ['', 'Samuel Goldwyn Productions'], 'Distributed by': ['RKO Radio Pictures', '', ''], 'Release dates': ['August\xa02,\xa01950', ' (Premiere-', ')', 'August\xa030,\xa01950', ' (', ')', '\n \n', ''], 'Running time': ['99 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', '']}",2 Reviews,,100+ Ratings,27,"[('amazon-prime-video-us', 'Subscription'), ('itunes', 'Rent/buy')]",1950, Crime/Drama, 1h 39m
Les Enfants terribles,1950,"{'Directed by': ['Jean-Pierre Melville', '', ''], 'Screenplay by': ['Jean-Pierre Melville (uncredited)', 'Jean Cocteau', '\n \n', ''], 'Based on': ['by Jean Cocteau', '', ''], 'Produced by': ['Jean-Pierre Melville', '', ''], 'Starring': ['Edouard Dermithe', 'Renée Cosima', 'Nicole Stéphane', 'Jacques Bernard', '\n \n', ''], 'Narrated by': ['Jean Cocteau', '', ''], 'Cinematography': ['Henri Decaë', '', ''], 'Edited by': ['Monique Bonnot', '', ''], 'Production company': ['O.G.C.', ''], 'Release date': ['March\xa029,\xa01950', ' (Paris)', '\n \n', ''], 'Running time': ['107 minutes', '', ''], 'Country': ['France', '', ''], 'Language': ['French', '', '']}",13 Reviews,77,500+ Ratings,71,,1950, Drama, 1h 42m
The Fall of Berlin,1950,"{'': ['', ''], 'Directed by': ['Mikheil Chiaureli', '', ''], 'Screenplay by': ['Mikheil Chiaureli', 'Pyotr Pavlenko', '\n \n', ''], 'Produced by': ['Viktor Tsirgiladze', '', ''], 'Starring': ['Yury Tymoshenko', 'Marina Kovalyova', 'Vladimir Savelyev', 'Mikheil Gelovani', 'Boris Andreyev', '\n \n', ''], 'Cinematography': ['Leonid Kosmatov', '', ''], 'Edited by': ['Tatiana Likhacheva', '', ''], 'Music by': ['Dmitri Shostakovich', '', ''], 'Production company': ['', 'Mosfilm'], 'Distributed by': ['Amkino', '', ''], 'Release date': ['21\xa0January\xa01950', ' (USSR)', '\n \n', ''], 'Running time': ['167 minutes', '151 minutes', '\n \n', ''], 'Country': ['Soviet Union', '', ''], 'Language': ['Russian', '', '']}",0 Reviews,,0 Ratings,,,1950, Drama/War, 2h 47m
Fancy Pants,1950,"{'Directed by': ['George Marshall', '', ''], 'Screenplay by': [""Robert O'Brien"", 'Edmund L. Hartmann', '\n \n', ''], 'Based on': ['by ', 'Harry Leon Wilson', '', ''], 'Produced by': ['Robert L. Welch', '', ''], 'Starring': ['Bob Hope', 'Lucille Ball', 'Bruce Cabot', 'Jack Kirkwood', '\n \n', ''], 'Cinematography': ['Charles Lang', '', ''], 'Edited by': ['Archie Marshek', '', ''], 'Music by': ['Van Cleave', '', ''], 'Color process': ['Technicolor', '', ''], 'Production company': ['', 'Paramount Pictures'], 'Distributed by': ['Paramount Pictures', '', ''], 'Release date': ['July\xa019,\xa01950', ' (United States)', '\n \n', ''], 'Running time': ['92 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Box office': ['$2.6 million (US rentals)', '', '']}",6 Reviews,83,"1,000+ Ratings",72,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Rent/buy'), ('itunes', 'Rent/buy')]",1950, Musical/Comedy, 1h 32m
Father Is a Bachelor,1950,"{'Directed by': ['Abby Berlin', 'Norman Foster', '', ''], 'Screenplay by': ['Aleen Leslie', 'James Edward Grant', '', ''], 'Story by': ['James Edward Grant', '', ''], 'Produced by': ['S. Sylvan Simon', '', ''], 'Starring': ['William Holden', 'Coleen Gray', '', ''], 'Cinematography': ['Burnett Guffey', '', ''], 'Edited by': ['Jerome Thoms', '', ''], 'Music by': ['Arthur Morton', '', ''], 'Color process': ['Black and white', '', ''], 'Production company': ['', 'Columbia Pictures'], 'Distributed by': ['Columbia Pictures', '', ''], 'Release date': ['February\xa022,\xa01950', '\n \n', ''], 'Running time': ['84 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', '']}",0 Reviews,,Fewer than 50 Ratings,,,1950, Musical/Comedy, 1h 24m
Father of the Bride,1950,"{'Directed by': ['Vincente Minnelli', '', ''], 'Screenplay by': ['Frances Goodrich', 'Albert Hackett', '', ''], 'Based on': [' by ', 'Edward Streeter', '', ''], 'Produced by': ['Pandro S. Berman', '', ''], 'Starring': ['Spencer Tracy', 'Joan Bennett', 'Elizabeth Taylor', 'Russ Tamblyn', 'Don Taylor', 'Billie Burke', 'Moroni Olsen', 'Marietta Canty', '\n \n', ''], 'Narrated by': ['Spencer Tracy', '', ''], 'Cinematography': ['John Alton', '', ''], 'Edited by': ['Ferris Webster', '', ''], 'Music by': ['Adolph Deutsch', '', ''], 'Production company': ['', 'Metro-Goldwyn-Mayer'], 'Distributed by': [""Loew's, Inc."", '', ''], 'Release dates': ['May 18, 1950 ', 'June 16, 1950 ', '', ''], 'Running time': ['92 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$1,215,000', '', ''], 'Box office': ['$6,084,000', '', '']}",0 Reviews,,0 Ratings,,,2020, Drama, 15m
For Heaven's Sake,1950,"{'Directed by': ['George Seaton', '', ''], 'Written by': ['George Seaton', '', ''], 'Based on': ['by ', 'Dorothy Segall', 'Harry Segall', '', ''], 'Produced by': ['William Perlberg', '', ''], 'Starring': ['Clifton Webb', 'Joan Bennett', 'Robert Cummings', '', ''], 'Cinematography': ['Lloyd Ahern', '', ''], 'Edited by': ['Robert L. Simpson', '', ''], 'Music by': ['Alfred Newman', '', ''], 'Distributed by': ['20th Century Fox', '', ''], 'Release date': ['December\xa015,\xa01950', '\n \n', ''], 'Running time': ['92 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Box office': ['$1.7 million (US rentals)', '', '']}",2 Reviews,,Fewer than 50 Ratings,,,1950, Comedy/Drama, 1h 32m
Frenchie,1950,"{'Directed by': ['Louis King', '', ''], 'Written by': ['Oscar Brodney', '', ''], 'Produced by': ['Michael Kraike', '', ''], 'Starring': ['Joel McCrea', 'Shelley Winters', '', ''], 'Cinematography': ['Maury Gertsman', '', ''], 'Edited by': ['Ted J. Kent', '', ''], 'Music by': ['Hans J. Salter', '', ''], 'Color process': ['Technicolor', '', ''], 'Production company': ['Universal Pictures', ''], 'Distributed by': ['Universal Pictures', '', ''], 'Release date': ['December\xa025,\xa01950', ' (Los Angeles)', '\n \n', ''], 'Running time': ['81 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Box office': ['$1,450,000 (US rentals)', '', '']}",0 Reviews,,Fewer than 50 Ratings,,,1951, Western, 1h 21m
The Furies,1950,"{'Directed by': ['Anthony Mann', '', ''], 'Screenplay by': ['Charles Schnee', '', ''], 'Based on': ['by ', 'Niven Busch', '', ''], 'Produced by': ['Hal Wallis', '', ''], 'Starring': ['Barbara Stanwyck', 'Wendell Corey', 'Walter Huston', '\n \n', ''], 'Cinematography': ['Victor Milner', '', ''], 'Edited by': ['Archie Marshek', '', ''], 'Music by': ['Franz Waxman', '', ''], 'Production company': ['Hal Wallis Productions', ''], 'Distributed by': ['Paramount Pictures', '', ''], 'Release date': ['July\xa021,\xa01950', ' (', ')', 'Tucson', '\n \n', ''], 'Running time': ['109 minutes', '', ''], 'Country': ['United States', '', ''], 'Languages': ['English', 'Spanish', '', ''], 'Box office': ['$1.5 million', '', '']}",11 Reviews,91,500+ Ratings,80,"[('amazon-prime-video-us', 'Rent/buy'), ('itunes', 'Rent/buy')]",1950, Western, 1h 49m
