title,year,infobox,critics_count,critics_score,audience_count,audience_score,suppliers_list,rottentomatoes_year,rottentomatoes_genre,rottentomatoes_length
Baabul,2006,"{'Directed by': ['Ravi Chopra', '', ''], 'Produced by': ['B. R. Chopra', '', ''], 'Starring': ['Amitabh Bachchan', 'Hema Malini', 'Salman Khan', 'Rani Mukerji', 'John Abraham', '', ''], 'Cinematography': ['Barun Mukherjee', '', ''], 'Music by': ['Aadesh Shrivastav', '', ''], 'Production company': ['B. R. Films', ''], 'Release date': ['8 December 2006', '', ''], 'Running time': ['169 minutes', '', ''], 'Country': ['India', '', ''], 'Language': ['Hindi', '', ''], 'Budget': ['26 crore', '', ''], 'Box office': ['39crore', '', '']}",1 Reviews,,"5,000+ Ratings",71,"[('amazon-prime-video-us', 'Subscription')]",2006, Drama/Romance, 2h 49m
Banaras,2006,"{'Directed by': ['Pankaj Parashar', '', ''], 'Written by': ['L.C. Singh', 'Javed Siddiqui', '', ''], 'Produced by': ['L.C. Singh', '', ''], 'Starring': ['Urmila Matondkar', 'Dimple Kapadia', 'Raj Babbar', 'Ashmit Patel', '', ''], 'Cinematography': ['Nirav Shah', '', ''], 'Music by': ['Himesh Reshammiya', '', ''], 'Release date': ['7\xa0April\xa02006', '\n \n', ''], 'Running time': ['122 minutes', '', ''], 'Country': ['India', '', ''], 'Language': ['Hindi', '', ''], 'Released': ['2006', '', ''], '': ['Feature film soundtrack', '', '']}",0 Reviews,,0 Ratings,,,2009, Drama, 2h 8m
Bas Ek Pal,2006,"{'Directed by': ['Onir', '', ''], 'Written by': ['Irene Dhar Malik', 'Onir', 'Ashwini Malik (Dialogues)', '', ''], 'Produced by': ['Manohar P. Kanungo', 'Shailesh R. Singh', '', ''], 'Starring': ['Rehaan Engineer', 'Juhi Chawla', 'Urmila Matondkar', 'Jimmy Sheirgill', 'Sanjay Suri', 'Yashpal Sharma', '', ''], 'Cinematography': ['Sachin K. Krishn', '', ''], 'Edited by': ['Irene Dhar Malik', '', ''], 'Music by': ['Vivek Philip', ' (1 song)', 'Vivek Philip', 'Prasad Sashte', 'Mithoon', 'Pritam', '', ''], 'Release date': ['15\xa0September\xa02006', '\n \n', ''], 'Language': ['Hindi', '', ''], 'Released': [' 7 August 2006 (India)', ''], '': ['', 'Tips Music Films']}",0 Reviews,,500+ Ratings,33,,2006, Drama, 2h 30m
Being Cyrus,2006,"{'Directed by': ['Homi Adajania', '', ''], 'Written by': ['Homi Adajania', '', ''], 'Produced by': ['Homi Adajania', 'Dinesh Vijan', 'Ambika Hinduja', '', ''], 'Starring': ['Saif Ali Khan', 'Naseeruddin Shah', 'Dimple Kapadia', 'Boman Irani', 'Simone Singh', '', ''], 'Cinematography': ['Jehangir Chowdhury', '', ''], 'Edited by': ['Jon Harris', '', ''], 'Music by': ['Salim–Sulaiman', '', ''], 'Distributed by': ['Times Infotainment Media Limited', '', ''], 'Release dates': ['8\xa0November\xa02005', ' (Lyon Asiexpo Film Festival)', '24\xa0March\xa02006', ' (India)', '\n \n', ''], 'Running time': ['83 minutes', '', ''], 'Country': ['India', '', ''], 'Language': ['English', '', ''], 'Budget': ['40 million', '', ''], 'Box office': ['46 million', '', '']}",1 Reviews,,"1,000+ Ratings",76,,2005, Drama/Mystery & thriller, 1h 30m
Bhoot Unkle,2006,"{'Directed by': ['Mukesh Saigal', '', ''], 'Screenplay by': ['Rajeev Agarwal', 'Veeru Shahane', 'Mukesh Ramani', '', ''], 'Story by': ['Aneesh Arjun Dev', '', ''], 'Produced by': ['Aneesh Arjun Dev', 'Krishan Choudhary', '', ''], 'Starring': ['Dev K. Kantawall', 'Jackie Shroff', 'Akhilendra Mishra', 'Sheela David', 'K. K. Goswami', '', ''], 'Cinematography': ['C. Vignesh Rao', '', ''], 'Edited by': ['Sudhir Achary', '', ''], 'Music by': ['Baba Sehgal', '', ''], 'Production companies': ['', '', 'Ikon Pictures', 'Wam Motion Pictures'], 'Distributed by': ['P9 Integrated Pvt Ltd', '', ''], 'Release date': ['6\xa0October\xa02006', '\n \n', ''], 'Running time': ['105 minutes', '', ''], 'Country': ['India', '', ''], 'Language': ['Hindi', '', '']}",0 Reviews,,50+ Ratings,,"[('hulu', 'Subscription')]",2006, Fantasy, 1h 45m
Chingaari,2006,"{'Directed by': ['Kalpana Lajmi', '', ''], 'Written by': ['Kalpana Lajmi', 'Bhupen Hazarika', '', ''], 'Produced by': ['Kalpana Lajmi', 'Vikas Sahni', '', ''], 'Starring': ['Mithun Chakraborty', 'Sushmita Sen', 'Anuj Sawhney', '', ''], 'Cinematography': ['Vishal Sinha', '', ''], 'Music by': ['Aadesh Shrivastava', '', ''], 'Release date': ['17\xa0February\xa02006', '\n \n', ''], 'Country': ['India', '', ''], 'Language': ['Hindi', '', '']}",0 Reviews,,250+ Ratings,60,,2006, Drama/Romance, 1h 40m
Chup Chup Ke,2006,"{'Directed by': ['Priyadarshan', '', ''], 'Screenplay by': ['Sirazul Haq', '', ''], 'Story by': ['Rafi Mecartin', '', ''], 'Based on': [' by ', 'Punjabi House', 'Rafi Mecartin', '', ''], 'Produced by': ['Ronnie Screwvala', '', ''], 'Starring': ['Shahid Kapoor', 'Kareena Kapoor', 'Suniel Shetty', 'Neha Dhupia', 'Rajpal Yadav', 'Paresh Rawal', '', ''], 'Cinematography': ['Tirru', '', ''], 'Edited by': ['Arun Kumar Aravind', '', ''], 'Music by': ['Himesh Reshammiya', 'Achu Rajamani', '', ''], 'Production company': ['', 'UTV Motion Pictures'], 'Distributed by': ['UTV Motion Pictures', '', ''], 'Release date': ['9\xa0June\xa02006', '\n \n', ''], 'Running time': ['164 minutes', '', ''], 'Country': ['India', '', ''], 'Languages': ['Hindi', 'Gujarati', '', ''], 'Budget': ['12 ', '₹', 'crore', '', ''], 'Box office': ['₹25.5 crore', '', ''], 'Released': ['2006', '', ''], '': ['Himesh Reshammiya', '', '']}",0 Reviews,,"2,500+ Ratings",70,"[('netflix', 'Subscription')]",2006, Comedy, 2h 40m
Corporate,2006,"{'Directed by': ['Madhur Bhandarkar', '', ''], 'Screenplay by': ['Madhur Bhanda', 'Ajay Monga', '', ''], 'Story by': ['Madhur Bhandarkar', 'Manoj Tyagi', 'Ajay Monga', '', ''], 'Starring': ['Bipasha Basu', 'Kay Kay Menon', 'Minissha Lamba', 'Raj Babbar', 'Rajat Kapoor', '', ''], 'Cinematography': ['Mahesh Limaye', '', ''], 'Edited by': ['Devendra Murdeshwar', '', ''], 'Music by': ['Shamir Tandon', '', ''], 'Distributed by': ['Sahara One', '', ''], 'Release date': ['7\xa0July\xa02006', '\n \n', ''], 'Running time': ['142 minutes', '', ''], 'Language': ['Hindi', '', '']}",0 Reviews,,"1,000+ Ratings",60,,2006, Drama, 2h 30m
Family,2006,"{'Directed by': ['Rajkumar Santoshi', '', ''], 'Written by': ['Tigmanshu Dhulia', 'Rajkumar Santoshi', '', ''], 'Screenplay by': ['Shridhar Raghavan', 'Rajat Arora', '', ''], 'Story by': ['Shaktimaan Talwar', 'Ashok Raut', '', ''], 'Produced by': ['Keshu Ramsay', '', ''], 'Starring': ['Amitabh Bachchan', 'Akshay Kumar', 'Bhumika Chawla', '', ''], 'Cinematography': ['Ashok Mehta', '', ''], 'Edited by': ['Shyam Salgonkar', '', ''], 'Music by': ['Ram Sampath', '', ''], 'Production company': ['', 'Amitabh Bachchan Corporation'], 'Distributed by': ['BIG Pictures', '', ''], 'Release date': ['13\xa0January\xa02006', '\n \n', ''], 'Running time': ['154 minutes', '', ''], 'Country': ['India', '', ''], 'Language': ['Hindi', '', ''], 'Recorded': ['Studio Satya ', '', ''], '': ['T-Series', '', '']}",1 Reviews,,"1,000+ Ratings",55,,2006, Crime/Drama, 2h 30m
Devaki,2006,"{'Directed by': ['Bappaditya Bandopadhyay', '', ''], 'Written by': ['Shakti Barthwal', '', ''], 'Produced by': ['K.D. Singh', '', ''], 'Starring': ['Ram Kapoor', 'Suman Ranganathan', '', ''], 'Cinematography': ['Rana Dasgupta', '', ''], 'Edited by': ['Rajeev Jhaveri', 'Uttam Roy', 'Shakeel', '', ''], 'Music by': ['Bikram Ghosh', 'Amar Haldipur', 'Sameer Phaterpekar', '', ''], 'Distributed by': ['Shristri Prods', '', ''], 'Release dates': ['September\xa02005', ' (Temecula Valley International Film Festival)', '6\xa0January\xa02006', ' (India)', '\n \n', ''], 'Running time': ['87 minutes', '', ''], 'Country': ['India', '', ''], 'Language': ['Hindi', '', '']}",0 Reviews,,0 Ratings,,,2019, Mystery & thriller, 2h 9m
Don,2006,"{'Directed by': ['Farhan Akhtar', '', ''], 'Screenplay by': ['Farhan Akhtar', 'Javed Akhtar', ' \n \n \n', ''], 'Story by': ['Salim-Javed', '', ''], 'Based on': [' (1978)', 'by ', 'Chandra Barot', '', ''], 'Produced by': ['Farhan Akhtar', 'Ritesh Sidhwani', '\n \n', ''], 'Starring': ['Shah Rukh Khan', 'Priyanka Chopra', 'Arjun Rampal', 'Isha Koppikar', 'Boman Irani', 'Pavan Malhotra', 'Rajesh Khattar', 'Om Puri', 'Kareena Kapoor', '\n \n', ''], 'Cinematography': ['K. U. Mohanan', '', ''], 'Edited by': ['Anand Subaya', 'Neil Sadwelkar', '\n \n', ''], 'Music by': ['Shankar–Ehsaan–Loy', '', ''], 'Production company': ['', 'Excel Entertainment'], 'Distributed by': ['Excel Entertainment (India)', ' (International)', 'UTV Motion Pictures', '\n \n', ''], 'Release date': ['20\xa0October\xa02006', ' (', ')', 'India', '\n \n', ''], 'Running time': ['169 minutes', '', ''], 'Country': ['India', '', ''], 'Language': ['Hindi', '', ''], 'Budget': ['38 crore', '', ''], 'Box office': ['106.34 crore', '', '']}",2 Reviews,,Fewer than 50 Ratings,,"[('netflix', 'Subscription')]",2022, Action/Comedy, 2h 44m
Holiday,2006,"{'Directed by': ['Pooja Bhatt', '', ''], 'Produced by': ['Pooja Bhatt', '', ''], 'Starring': ['Onjolee Nair', 'Dino Morea', 'Kashmera Shah', '', ''], 'Music by': ['Ranjit Barot', '', ''], 'Release date': ['10\xa0February\xa02006', '', ''], 'Country': ['India', '', ''], 'Language': ['Hindi', '', '']}",0 Reviews,,"1,000+ Ratings",76,,2006, Drama/Romance, 1h 38m
Dor,2006,"{'Directed by': ['Nagesh Kukunoor', '', ''], 'Written by': ['Nagesh Kukunoor', 'Mir Ali Hussain (dialogues)', '', ''], 'Screenplay by': ['Nagesh Kukunoor', '', ''], 'Story by': ['Nagesh Kukunoor ', ' (adaptation) ', ' ', ' ', ' (original)', 'T. A. Razzaq', '', ''], 'Based on': [' ', ' (2004 film)', 'Perumazhakkalam', '', ''], 'Produced by': ['Elahe Hiptoola', '', ''], 'Starring': ['Ayesha Takia', 'Gul Panag', 'Shreyas Talpade', 'Girish Karnad', 'Uttara Baokar', 'Prateeksha Lonkar', '', ''], 'Cinematography': ['Sudeep Chatterjee', '', ''], 'Edited by': ['Sanjib Datta', '', ''], 'Music by': ['Salim–Sulaiman', '', ''], 'Distributed by': ['Percept Picture Company', 'Sahara One Motion Pictures', '', ''], 'Release date': ['22\xa0September\xa02006', '\n \n', ''], 'Running time': ['123 minutes', '', ''], 'Country': ['India', '', ''], 'Languages': ['Hindi', 'Urdu', '', ''], 'Released': ['26\xa0August\xa02006', '', ''], '': ['Universal Music India', '', ''], 'Length': ['', ''], 'Language': ['Hindi', '', '']}",1 Reviews,,"2,500+ Ratings",93,,2006, Drama, 2h 3m
Jawani Diwani: A Youthful Joyride,2006,"{'Directed by': ['Maneesh Sharma', '', ''], 'Written by': ['Pradeep Tiwari', '', ''], 'Starring': ['Emraan Hashmi', 'Celina Jaitly', 'Hrishitaa Bhatt', '', ''], 'Music by': ['Sajid–Wajid', '', ''], 'Distributed by': ['Tips Industries', '', ''], 'Release date': ['6\xa0January\xa02006', '\n \n', ''], 'Running time': ['111 minutes', '', ''], 'Country': ['India', '', ''], 'Language': ['Hindi', '', ''], 'Released': ['December 2005', '', ''], '': ['T-Series', '', ''], 'Length': ['', '']}",0 Reviews,,500+ Ratings,30,"[('hulu', 'Subscription')]",2006, Drama/Romance, 2h 30m
Golmaal: Fun Unlimited,2006,"{'Directed by': ['Rohit Shetty', '', ''], 'Written by': ['Neeraj Vora', '', ''], 'Based on': ['by Harsh Shivsharan', '', ''], 'Produced by': ['Parag Sanghvi', 'Dhilin Mehta', '', ''], 'Starring': [' ', 'Ajay Devgn', 'Tusshar Kapoor', 'Arshad Warsi', 'Sharman Joshi', 'Rimi Sen', 'Paresh Rawal', '', ''], 'Cinematography': ['Aseem Bajaj', '', ''], 'Edited by': ['Steven H. Bernard', '', ''], 'Music by': ['Vishal–Shekhar', 'Sanjoy Chowdhury', '', ''], 'Production companies': ['', 'Shree Ashtavinayak Cine Vision Ltd K Sera Sera Private Limited'], 'Distributed by': ['Shree Ashtavinayak Cine Vision Ltd', 'Eros International', '', ''], 'Release date': ['14 July 2006', '', ''], 'Running time': ['142 minutes', '', ''], 'Country': ['India', '', ''], 'Language': ['Hindi', '', ''], 'Budget': ['₹150 million', '', ''], 'Box office': ['₹467.2 million', '', ''], 'Released': ['14\xa0June\xa02006', ' (Film)', '', ''], 'Recorded': ['2006', '', ''], '': ['Vishal–Shekhar', '', ''], 'Length': ['', '']}",1 Reviews,,"2,500+ Ratings",75,,2006, Comedy, 2h 30m
Humko Deewana Kar Gaye,2006,"{'Directed by': ['Raj Kanwar', '', ''], 'Written by': ['Abbas Tyrewala', 'Vipul Amrutlal Shah', '', ''], 'Produced by': ['Raj Kanwar', 'Bhushan Kumar', 'Krishan Kumar Dua', '', ''], 'Starring': ['Anil Kapoor', 'Akshay Kumar', 'Katrina Kaif', 'Bipasha Basu', 'Vivek Shauq', 'Bhagyashree', '', ''], 'Cinematography': ['Vikas Sivaraman', '', ''], 'Edited by': ['Kuldip K. Mehan', '', ''], 'Music by': ['Anu Malik', 'Himesh Reshammiya', '', ''], 'Production company': ['Inderjit Films Combine', ''], 'Distributed by': ['T-Series', '', ''], 'Release date': ['14\xa0April\xa02006', '\n \n', ''], 'Running time': ['152 mins', '', ''], 'Country': ['India', '', ''], 'Language': ['Hindi', '', ''], 'Budget': ['₹17 crores', '', ''], 'Box office': ['₹28 crores (worldwide)', '', '']}",0 Reviews,,"2,500+ Ratings",72,"[('hulu', 'Subscription')]",2006, Romance, 2h 35m
Humko Tumse Pyaar Hai,2006,"{'Directed by': ['Bunty Soorma', 'Vikram Bhatt', '', ''], 'Written by': [' (dialogues)', 'Javed Siddiqui', '', ''], 'Screenplay by': ['Ashok Roy', '', ''], 'Story by': ['Bunty Soorma (Adaptation) ', ' V. Umakanth (Original)', '', ''], 'Based on': [' (1995)', '', ''], 'Produced by': ['Vijay Taneja', '', ''], 'Starring': ['Arjun Rampal', 'Amisha Patel', 'Bobby Deol', '', ''], 'Cinematography': ['Nirmal Jani', '', ''], 'Edited by': ['Bhaskar', '', ''], 'Music by': ['Anand Raj Anand', '', ''], 'Production company': ['', 'Nadiawala Grandson Entertainment'], 'Distributed by': ['Nadiawala Grandson Entertainment', '', ''], 'Release date': [' (', ')', 'India', '24\xa0February\xa02006', '\n \n', ''], 'Running time': ['130 minutes', '', ''], 'Country': ['India', '', ''], 'Language': ['Hindi', '', '']}",0 Reviews,,"2,500+ Ratings",82,,2006, Romance/Drama, 2h 8m
I See You,2006,"{'Directed by': ['Vivek Agrawal', '', ''], 'Written by': [' (dialogue)', ' (story)', 'Niranjan Iyengar', 'Vivek Agrawal', '\n \n', ''], 'Produced by': ['Mehr Jesia', '', ''], 'Starring': ['Arjun Rampal', 'Vipasha Agarwal', '\n \n', ''], 'Cinematography': ['Ashok Mehta', '', ''], 'Edited by': ['Dilip Ahuja', '', ''], 'Music by': ['Vishal–Shekhar', '', ''], 'Distributed by': ['Chasing Ganesha Films', 'K Sera Sera', '\n \n', ''], 'Release date': ['29\xa0December\xa02006', '\n \n', ''], 'Country': ['India', '', ''], 'Languages': ['Hindi', 'English', '', ''], 'Released': ['21 September 2006 (Digital Release)', '29 December 2006 (Film Release)', '', ''], '': ['Arjun Rampal', 'Mehr Jesia Rampal', '', '']}",0 Reviews,,"1,000+ Ratings",54,,2006, Action, 2h 2m
Jaane Hoga Kya,2006,"{'Directed by': ['Glen Barretto & Ankush Mohla', '', ''], 'Written by': ['Girish Dhamija (dialogues)', '', ''], 'Screenplay by': ['Glen Barretto,', 'Ankush Mohla,', 'Kumar Dave', '', ''], 'Produced by': ['Alok Shrivastava', '', ''], 'Starring': ['Aftab Shivdasani', 'Bipasha Basu', 'Rahul Dev', '', ''], 'Cinematography': ['Suhas Gujarati', '', ''], 'Edited by': ['Steven Bernard', '', ''], 'Music by': ['Nikhil-Vinay', 'Sajid–Wajid', '', ''], 'Production company': ['PK Arts Creations Films Pvt ltd', ''], 'Distributed by': ['Eagle Entertainment', '', ''], 'Release date': ['1\xa0September\xa02006', '\n \n', ''], 'Country': ['India', '', ''], 'Language': ['Hindi', '', '']}",0 Reviews,,50+ Ratings,40,,2006, Drama, 2h 35m
Mere Jeevan Saathi,2006,"{'Directed by': ['Suneel Darshan', '', ''], 'Written by': ['Suneel Darshan (story),', ' (screenplay),', 'K.K. Singh (dialogue)', 'Robin Bhatt', '', ''], 'Produced by': ['Suneel Darshan, ', 'Suraj Prakash', '', ''], 'Starring': ['Akshay Kumar', 'Karishma Kapoor', 'Amisha Patel', 'Gulshan Grover', '', ''], 'Music by': ['Nadeem-Shravan', '', ''], 'Distributed by': ['Shree Krishna International Pvt. Ltd.', '', ''], 'Release date': ['February\xa03,\xa02006', '', ''], 'Language': ['Hindi', '', ''], 'Budget': ['11 crore', '', ''], 'Box office': ['7,82 crore', '', ''], 'Released': ['2006', '', ''], 'Venue': ['Mumbai', '', ''], '': ['Nadeem-Shravan', '', ''], 'Length': ['', '']}",0 Reviews,,0 Ratings,,"[('amazon-prime-video-us', 'Subscription')]",2006, Mystery & thriller, 2h 20m
Khosla Ka Ghosla,2006,"{'Directed by': ['Dibakar Banerjee', '', ''], 'Written by': ['Jaideep Sahni', '', ''], 'Produced by': [' ', 'Savita Raj Hiremath', 'Ronnie Screwvala', '', ''], 'Starring': ['Anupam Kher', 'Boman Irani', 'Parvin Dabas', 'Vinay Pathak', 'Ranvir Shorey', 'Tara Sharma', '', ''], 'Cinematography': ['Amitabha Singh', '', ''], 'Edited by': ['Sejal Painter', '', ''], 'Music by': ['Dhruv Dhalla', 'Bapi–Tutul', '', ''], 'Production company': ['Taandav Films', ''], 'Distributed by': ['UTV Motion Pictures', '', ''], 'Release date': ['22\xa0September\xa02006', '\n \n', ''], 'Running time': ['135 minutes', '', ''], 'Country': ['India', '', ''], 'Language': ['Hindi', '', ''], 'Budget': [' (US$470,000)', '', ''], 'Box office': [' (US$840,000)', '', '']}",1 Reviews,,"2,500+ Ratings",90,"[('hulu', 'Subscription')]",2006, Comedy, 2h 16m
Krishna,2006,"{'Directed by': ['Aman Khan', '', ''], 'Produced by': ['Shashikant Chheda', '', ''], 'Starring': ['Alisha Chinai', 'Sunidhi Chauhan', 'Rajendra Shiv', 'Kumar Sanu', 'Sukhvinder Singh', 'Sonu Nigam', 'Kailash Kher', '', ''], 'Music by': ['Bapi - Tutul', 'Rajendra Shiv', '', ''], 'Release date': ['29 September 2006', '', ''], 'Running time': ['99 minutes', '', ''], 'Country': ['India', '', ''], 'Language': ['Hindi', '', '']}",0 Reviews,,0 Ratings,,,1996, Action/Drama, 2h 13m
Love Ke Chakkar Mein,2006,"{'Directed by': ['B. H. Tharun Kumar', '', ''], 'Screenplay by': ['Rajeev Kaul', 'Praful Parekh', '', ''], 'Story by': ['Rajeev Kaul', 'Praful Parekh', 'Dialogue:', 'Raghuvir Shekhawat', '', ''], 'Produced by': ['Dev Goradia', '', ''], 'Starring': ['Akshat Bhatia', 'Rishi Kapoor', 'Namitha', 'Satish Shah', 'Shoma Anand', '', ''], 'Cinematography': ['Neelaabh Kaul', '', ''], 'Music by': ['Daboo Malik', 'Nikhil Vinay', 'Anand Raj Anand', 'Nikhil', '', ''], 'Production company': ['Manash Productions', ''], 'Release date': ['2\xa0June\xa02006', ' (', ')', 'India', '\n \n', ''], 'Country': ['India', '', ''], 'Language': ['Hindi', '', '']}",0 Reviews,,50+ Ratings,,,2006, Comedy, 2h 6m
Naksha,2006,"{'Directed by': ['Sachin Bajaj', '', ''], 'Written by': ['Milap Zaveri', 'Tushar Hiranandani', '', ''], 'Produced by': ['Akshay Bajaj', '', ''], 'Starring': ['Sunny Deol', 'Vivek Oberoi', 'Sameera Reddy', 'Jackie Shroff', '', ''], 'Narrated by': ['Anil Kapoor', '', ''], 'Cinematography': ['Vijay Arora', '', ''], 'Edited by': ['Sanjay Sankla', '', ''], 'Music by': ['Pritam', '', ''], 'Distributed by': ['Om Films Pvt. Ltd.', '', ''], 'Release date': ['8\xa0September\xa02006', '\n \n', ''], 'Running time': ['126 minutes', '', ''], 'Country': ['India', '', ''], 'Language': ['Hindi', '', ''], 'Released': ['24 July 2006 (Digital Release) ', '08 September 2006 (Film Release)', '', ''], '': ['Pritam', '', ''], 'Length': ['', '']}",0 Reviews,,500+ Ratings,34,"[('amazon-prime-video-us', 'Rent/buy')]",2006, Action/Adventure, 2h 30m
Malamaal Weekly,2006,"{'Directed by': ['Priyadarshan', '', ''], 'Screenplay by': ['Priyadarshan', '', ''], 'Story by': ['Priyadarshan', '', ''], 'Produced by': ['Suresh Balaje', '', ''], 'Starring': ['Paresh Rawal', 'Om Puri', 'Riteish Deshmukh', 'Rajpal Yadav', 'Asrani', '\n \n', ''], 'Narrated by': ['Naseeruddin Shah', '', ''], 'Cinematography': ['Sameer Arya', '', ''], 'Edited by': ['N. Gopalakrishnan', 'Arun Kumar', '', ''], 'Music by': ['Uttankk V. Vorra', 'Kannan', '', ''], 'Production companies': ['', 'Percept Picture Company Sahara One Motion Pictures'], 'Distributed by': ['Shanku Films', '', ''], 'Release date': ['10\xa0March\xa02006', '\n \n', ''], 'Running time': ['160 minutes', '', ''], 'Country': ['India', '', ''], 'Language': ['Hindi', '', ''], 'Budget': ['₹7 ', 'crore', '', ''], 'Box office': ['₹42.7 ', 'crore', '', ''], 'Released': ['10\xa0March\xa02006', ' (Film)', '', ''], 'Recorded': ['2006', '', ''], '': ['Javed Ali', '', ''], 'Length': ['', '']}",0 Reviews,,500+ Ratings,58,,2006, Comedy/Drama, 2h 17m
Omkara,2006,"{'Directed by': ['Vishal Bhardwaj', '', ''], 'Screenplay by': ['Vishal Bhardwaj', 'Robin Bhatt', 'Abhishek Chaubey', '', ''], 'Based on': ['by ', 'William Shakespeare', '', ''], 'Produced by': ['Kumar Mangat Pathak', '', ''], 'Starring': ['Ajay Devgn', 'Kareena Kapoor', 'Saif Ali Khan', 'Konkona Sen Sharma', 'Vivek Oberoi', 'Bipasha Basu', '', ''], 'Cinematography': ['Tassaduq Hussain', '', ''], 'Edited by': ['Meghna Manchanda Sen', '', ''], 'Music by': ['Vishal Bhardwaj', '', ''], 'Production company': ['', 'Shemaroo Films'], 'Distributed by': ['Big Screen Entertainers', 'Eros International', '', ''], 'Release date': ['28\xa0July\xa02006', '\n \n', ''], 'Running time': ['155 minutes', '', ''], 'Country': ['India', '', ''], 'Languages': ['Hindi', 'Khariboli', '', ''], 'Box office': ['42 ', 'crore', '', ''], 'Released': ['7\xa0July\xa02006', ''], '': ['Hitesh Sonik, ', 'Clinton Cerejo', '', ''], 'Length': ['', '']}",2 Reviews,,"5,000+ Ratings",90,"[('amazon-prime-video-us', 'Rent/buy')]",2006, Drama/Action, 2h 31m
Prateeksha,2006,"{'Directed by': [""Lawrence D'Souza"", '', ''], 'Written by': ['Talat Rekhi ', ' ', ' ', ' Prayag Raaj ', 'Indeevar', '', ''], 'Produced by': ['S. Ramanathan', '', ''], 'Starring': ['Jeetendra', 'Moushumi Chatterjee', 'Govinda', 'Shilpa Shirodkar', '', ''], 'Cinematography': [""Lawrence D'Souza"", '', ''], 'Edited by': ['A. Paul Durai Singham', '', ''], 'Music by': ['Rajesh Roshan', '', ''], 'Production company': ['Raam Raj Kala Mandhir', ''], 'Release date': ['7\xa0May\xa01993', '\n \n', ''], 'Running time': ['132 mins', '', ''], 'Country': ['India', '', ''], 'Language': ['Hindi', '', '']}",0 Reviews,,0 Ratings,,,2006, Romance, 2h 30m
Pyaar Ke Side Effects,2006,"{'Directed by': ['Saket Chaudhary', '', ''], 'Written by': ['Saket Chaudhary', '', ''], 'Produced by': ['Rangita Pritish Nandy', 'Pritish Nandy', '\n \n', ''], 'Starring': ['Mallika Sherawat', 'Rahul Bose', 'Ranvir Shorey', '\n \n', ''], 'Cinematography': ['Manoj Soni', '', ''], 'Edited by': ['Hemal Kothari', '', ''], 'Music by': ['Pritam', '', ''], 'Release date': ['15\xa0September\xa02006', '\n \n', ''], 'Language': ['Hindi', '', ''], 'Released': ['20\xa0June\xa02006', '28\xa0June\xa02006', ' (Digital Release)', '15 September 2006 (Film Release)', '', ''], 'Recorded': ['Meet Brothers Studio', 'Spectral Harmony', 'Studio One', 'Music Empire', '', ''], '': ['Pritam', '', ''], 'Length': ['', '']}",0 Reviews,,"1,000+ Ratings",72,"[('hulu', 'Subscription'), ('amazon-prime-video-us', 'Rent/buy')]",2006, Romance/Comedy, 2h 0m
Pyare Mohan,2006,"{'Directed by': ['Indra Kumar', '', ''], 'Screenplay by': ['Tushar Hiranandani', 'Milap Zaveri', '', ''], 'Story by': ['Tushar Hiranandani', 'Milap Zaveri', '', ''], 'Produced by': ['Indra Kumar', 'Ashok Thakeria', '', ''], 'Starring': ['Fardeen Khan', 'Vivek Oberoi', 'Esha Deol', 'Amrita Rao', 'Boman Irani', '', ''], 'Cinematography': ['Sunil Patel', '', ''], 'Edited by': ['Sanjay Sankla', '', ''], 'Music by': [' (Background Score)', 'Anu Malik', 'Salim–Sulaiman', '', ''], 'Distributed by': ['Maruti International', '', ''], 'Release date': ['21\xa0April\xa02006', '\n \n', ''], 'Running time': ['133 mins', '', ''], 'Country': ['India', '', ''], 'Language': ['Hindi', '', '']}",0 Reviews,,500+ Ratings,38,,2006, Drama, 2h 50m
Rocky,2006,"{'Directed by': ['Suresh Krissna', '', ''], 'Written by': ['Janak-Hriday (dialogues)', '', ''], 'Screenplay by': ['Suresh Krishna', '', ''], 'Based on': [' (2003) ', ' ', 'Posani Krishna Murali', '', ''], 'Produced by': ['Narendra Bajaj', '', ''], 'Starring': ['Zayed Khan', 'Isha Sharvani', 'Minissha Lamba', 'Rajat Bedi', '\n \n', ''], 'Cinematography': ['K. Raj Kumar', '', ''], 'Edited by': ['Sanjib Dutta', '', ''], 'Music by': ['Himesh Reshammiya', '', ''], 'Production companies': ['Siddhi Vinayak Creations ', 'Venus Records & Tapes'], 'Release date': ['22 September 2006', '', ''], 'Running time': ['119 minutes', '', ''], 'Country': ['India', '', ''], 'Language': ['Hindi', '', ''], 'Budget': [' crore', '', ''], 'Box office': [' crore', '', '']}",0 Reviews,,0 Ratings,,,2017, Drama, 8m
Saawan... The Love Season,2006,"{'Directed by': ['Saawan Kumar Tak', '', ''], 'Written by': ['Saawan Kumar Tak', '', ''], 'Produced by': ['Saawan Kumar Tak', '', ''], 'Starring': ['Saloni Aswani', 'Kapil Jhaveri', 'Salman Khan', '', ''], 'Cinematography': ['C. Rajendra Prasad', '', ''], 'Music by': ['Aadesh Shrivastav', 'Sajid–Wajid', '', ''], 'Release date': ['7\xa0April\xa02006', '', ''], 'Running time': ['123 minutes', '', ''], 'Country': ['India', '', ''], 'Language': ['Hindi', '', '']}",0 Reviews,,0 Ratings,,,2006, Drama/Romance, 2h 1m
