title,year,infobox,critics_count,critics_score,audience_count,audience_score,suppliers_list,rottentomatoes_year,rottentomatoes_genre,rottentomatoes_length
Billa,2007,"{'Directed by': ['Vishnuvardhan', '', ''], 'Screenplay by': ['Vishnuvardhan', '', ''], 'Story by': ['Salim–Javed', '', ''], 'Based on': [' (Tamil)', '', ''], 'Produced by': ['L. Suresh', 'Abdurrahman. M', '', ''], 'Starring': ['Ajith Kumar', 'Nayanthara', 'Namitha', '', ''], 'Cinematography': ['Nirav Shah', '', ''], 'Edited by': ['A. Sreekar Prasad', '', ''], 'Music by': ['Yuvan Shankar Raja', '', ''], 'Production company': ['Ananda Picture Circuit', ''], 'Distributed by': ['Pyramid Saimira', 'Ayngaran International', '', ''], 'Release date': ['14\xa0December\xa02007', '\n \n', ''], 'Running time': ['140 minutes', '', ''], 'Country': ['India', '', ''], 'Language': ['Tamil', '', ''], 'Released': ['21 November 2007', '', ''], 'Recorded': ['2007', '', ''], '': ['Yuvan Shankar Raja', '', ''], 'Length': ['', '']}",0 Reviews,,Fewer than 50 Ratings,62,,2007, Action/Romance, 2h 10m
Anchil Oral Arjunan,2007,"{'Directed by': ['Anil', '', ''], 'Written by': ['T. A. Razzaq', '', ''], 'Produced by': ['P. Narayanan', '', ''], 'Starring': ['Jayaram', 'Padmapriya', 'Samvrutha', 'Jagathy Sreekumar', 'Sreenivasan', 'Madhu Warrier', 'Siddique', 'Venu Nagavally', '\n \n', ''], 'Release date': ['27 January 2007', '', ''], 'Country': ['India', '', ''], 'Language': ['Malayalam', '', '']}",0 Reviews,,0 Ratings,,,2007, Comedy/Drama, 2h 9m
Changathipoocha,2007,"{'Directed by': ['S. P. Mahesh', '', ''], 'Written by': ['Shani Khader', '', ''], 'Produced by': ['Rasheed', '', ''], 'Starring': ['Jayasurya', 'Radhika', '', ''], 'Cinematography': ['Vipin Mohan', '', ''], 'Edited by': ['Raj Muhammad', '', ''], 'Music by': ['Ouseppachan', '', ''], 'Production company': ['Flying Films', ''], 'Distributed by': ['Emil and Eric', '', ''], 'Release date': ['19\xa0January\xa02007', '\n \n', ''], 'Running time': ['150 minutes', '', ''], 'Country': ['India', '', ''], 'Language': ['Malayalam', '', ''], 'Released': ['2007', '', ''], 'Recorded': ['Satyam Audios', '', ''], '': ['Flying Films', '', '']}",0 Reviews,,0 Ratings,,"[('hulu', 'Subscription')]",2007, Romance/Comedy, 2h 30m
Mayavi,2007,"{'Directed by': ['Shafi', '', ''], 'Written by': ['Rafi Mecartin', '', ''], 'Produced by': ['P. Rajan', '', ''], 'Starring': ['Mammootty', '', ''], 'Cinematography': ['Sanjeev Sankar', '', ''], 'Edited by': ['Hariharaputhran', '', ''], 'Music by': ['Alex Paul', '', ''], 'Production company': ['', 'Vaishaka Movies'], 'Release date': ['3\xa0February\xa02007', '\n \n', ''], 'Running time': ['160 minutes', '', ''], 'Country': ['India', '', ''], 'Language': ['Malayalam', '', ''], 'Recorded': ['2007', '', ''], '': ['Alex Paul', '', '']}",0 Reviews,,0 Ratings,,,2007, Comedy/Action, 2h 4m
Sketch,2007,"{'Directed by': ['Prasad Yadav', '', ''], 'Produced by': ['Dinesh Harsha (kanhangad)', '', ''], 'Starring': [', ', ', ', 'Saiju Kurup', 'Rajan P. Dev', 'Sindhu Menon', '', ''], 'Release date': ['2007', '\n \n', ''], 'Country': ['India', '', ''], 'Language': ['Malayalam', '', '']}",3 Reviews,,Fewer than 50 Ratings,,"[('hulu', 'Subscription'), ('amazon-prime-video-us', 'Subscription')]",2018, Action/Mystery & thriller, 2h 17m
Time,2007,"{'Directed by': ['Shaji Kailas', '', ''], 'Written by': ['Rajesh Jayaraman', '', ''], 'Produced by': ['Gopan', '', ''], 'Starring': [' ', ' ', 'Suresh Gopi', 'Vimala Raman', 'Padmapriya', 'Sai Kumar', 'Siddique', '', ''], 'Cinematography': ['Raja Rathinam', '', ''], 'Edited by': ['Don Max', '', ''], 'Music by': ['Rahul Raj', '', ''], 'Production company': ['Bhagyachithra Films', ''], 'Distributed by': ['Bhagyachithra Films', '', ''], 'Release date': ['18\xa0May\xa02007', '\n \n', ''], 'Country': ['India', '', ''], 'Language': ['Malayalam', '', ''], 'Released': ['2007', '', ''], '': ['Satyam Audios', '', '']}",0 Reviews,,0 Ratings,,"[('hulu', 'Subscription')]",2007, Action/Crime, 2h 6m
Vinodayathra,2007,"{'Directed by': ['Sathyan Anthikkad', '', ''], 'Written by': ['Sathyan Anthikkad', '', ''], 'Produced by': ['M. M. Hamsa', '', ''], 'Starring': [' ', 'Dileep', 'Meera Jasmine', 'Mukesh', 'Nedumudi Venu', '', ''], 'Cinematography': ['S. Kumar', '', ''], 'Edited by': ['K. Rajagopal', '', ''], 'Music by': ['Ilaiyaraaja', '', ''], 'Production company': ['', 'Kalasangham Films'], 'Distributed by': ['Kalasangham Films', '', ''], 'Release date': ['5\xa0April\xa02007', '\n \n', ''], 'Running time': ['150 minutes', '', ''], 'Country': ['India', '', ''], 'Language': ['Malayalam', '', ''], 'Released': ['April 6, 2007', '', ''], '': ['Film', '', ''], 'Length': ['151 minutes', '', '']}",0 Reviews,,100+ Ratings,83,,2007, Comedy/Drama, 2h 10m
Athisayan,2007,"{'Directed by': ['Vinayan', '', ''], 'Written by': ['Vinayan', '', ''], 'Produced by': ['Gokulam Gopalan', '', ''], 'Starring': ['Master Devadas', '', ''], 'Cinematography': ['Raaja Ratnam', '', ''], 'Edited by': ['G. Murali', '', ''], 'Music by': ['Alphonse Joseph', '', ''], 'Production company': ['Sree Gokulam Films', ''], 'Distributed by': ['Sree Gokulam Release', '', ''], 'Release date': ['17\xa0April\xa02007', '\n \n', ''], 'Running time': ['135 minutes', '', ''], 'Country': ['India', '', ''], 'Language': ['Malayalam', '', ''], 'Released': ['2007', '', ''], 'Recorded': ['Satyam Audios', '', ''], '': ['Sree Gokulam Movies', '', '']}",0 Reviews,,0 Ratings,,"[('hulu', 'Subscription')]",2007, Comedy/Drama, 3h 0m
Khaki,2007,"{'Directed by': ['Bibin Prabhakar', '', ''], 'Written by': ['T. A. Shahid', '', ''], 'Screenplay by': ['T. A. Shahid', '', ''], 'Produced by': ['Valiyaveettil Siraj', '', ''], 'Starring': ['Prithviraj', 'Mukesh', '', ''], 'Cinematography': ['Saloo George', '', ''], 'Edited by': ['Ranjan Abraham', '', ''], 'Music by': ['Deepak Dev', '', ''], 'Production company': ['Valiyaveettil Release', ''], 'Distributed by': ['Valiyaveettil Movie International', '', ''], 'Release date': ['11 May 2007', '', ''], 'Country': ['India', '', ''], 'Language': ['Malayalam', '', '']}",0 Reviews,,0 Ratings,,,2007, Drama, 2h 6m
Nagaram,2007,"{'Directed by': ['M. A. Nishad', '', ''], 'Screenplay by': ['Rajan Kiriyath', '', ''], 'Story by': ['M. A. Nishad', '', ''], 'Produced by': ['Manju Thomas', '', ''], 'Starring': [' ', ' ', ' ', ' ', 'Kalabhavan Mani', 'Biju Menon', 'Lakshmi Sharma', 'Gopika', 'Thilakan', 'Salim Kumar', 'Rajan P. Dev', '', ''], 'Cinematography': ['Sadat', '', ''], 'Edited by': ['P.C. Mohanan', '', ''], 'Music by': ['Mohan Sithara', '', ''], 'Distributed by': ['EMIL and ERIC Digital Films Pvt Ltd.', '', ''], 'Release date': ['22\xa0June\xa02007', '\n \n', ''], 'Country': ['India', '', ''], 'Language': ['Malayalam', '', '']}",0 Reviews,,Fewer than 50 Ratings,,,2010, Drama, 3h 0m
Arabikkatha,2007,"{'Directed by': ['Lal Jose', '', ''], 'Written by': ['Iqbal Kuttippuram', '', ''], 'Produced by': ['Hassan Sainullabdeen', '', ''], 'Starring': ['Zhang Chu Min', 'Sreenivasan', 'Indrajith Sukumaran', 'Jayasurya', 'Samvrutha Sunil', 'Shivaji Guruvayoor', 'Jagathy Sreekumar', 'Salim Kumar', 'Nedumudi Venu', 'Suraj Venjarammoodu', '', ''], 'Cinematography': ['Manoj Pillai', '', ''], 'Edited by': ['Ranjan Abraham', '', ''], 'Music by': ['Bijibal', '', ''], 'Distributed by': ['Balaji Movies', 'Sagar Release', '', ''], 'Release date': ['15\xa0July\xa02007', '\n \n', ''], 'Running time': ['150 minutes', '', ''], 'Country': ['India', '', ''], 'Language': ['Malayalam', '', '']}",0 Reviews,,0 Ratings,,"[('hulu', 'Subscription')]",2007, Drama, 2h 30m
Veeralipattu,2007,"{'Directed by': ['Kukku Surendran', '', ''], 'Screenplay by': ['Ashok Sasi', '', ''], 'Story by': ['Neeraj Menon', '', ''], 'Produced by': ['Sunil Surendran', '', ''], 'Starring': ['Prithviraj Sukumaran', 'Murali', 'Padmapriya', 'Jagathy Sreekumar', '', ''], 'Cinematography': ['Manoj Pillai', '', ''], 'Edited by': ['Hariharaputhran', '', ''], 'Music by': ['Viswajith', 'Mohan Sithara', '', ''], 'Distributed by': ['Maruthi Film Factory', '', ''], 'Release date': ['20\xa0July\xa02007', '\n \n', ''], 'Country': ['India', '', ''], 'Language': ['Malayalam', '', '']}",0 Reviews,,0 Ratings,,,2007, Drama, 1h 52m
Nadiya Kollappetta Rathri,2007,"{'Directed by': ['K. Madhu', '', ''], 'Written by': ['A. K. Sajan', '', ''], 'Produced by': ['K. Madhu', '', ''], 'Starring': [' ', ' ', 'Suresh Gopi', 'Kavya Madhavan', 'Siddique', '', ''], 'Cinematography': ['Anandakuttan', '', ''], 'Edited by': ['P. C. Mohanan', 'Vineeth Mohanan', '', ''], 'Music by': ['Rajamani', '', ''], 'Production company': ['Dream productions', ''], 'Release date': ['27\xa0July\xa02007', '\n \n', ''], 'Running time': ['160 minutes', '', ''], 'Country': ['India', '', ''], 'Language': ['Malayalam', '', '']}",0 Reviews,,0 Ratings,,"[('hulu', 'Subscription')]",2007, Action/Crime, 2h 30m
